SiO2,Al2O3,Fe2O3tot,CaO,Total,Ti,Rb,Nb,La,Ce,Sm,Yb,LaN,CeN,SmN,YbN,La/Nb,Rb/Sm,Nb/La,Nb/Yb,Nb/Rb,La/Sm,La/Yb,(La/Yb)N,Sm/Yb,(Sm/Yb)N,SiO2(LOI free),TiO2(LOI free),Al2O3(LOI free),Fe2O3(LOI free),MgO(LOI free),CaO(LOI free),Na2O(LOI free),Label,Id
57.57,21.19,4.27,2.64,98.12,3195.0,174.0,15.0,50.0,87.0,6.9,2.17,160.5,107.6,35.2,10.4,3.3,25.4,0.3,6.96,0.09,7.2,22.9,15.5,3.2,3.4,59.51,0.55,21.91,4.42,0.95,2.72,4.7,0,2432
44.46,13.44,10.79,10.38,99.48,12132.0,12.0,62.0,79.0,149.0,10.3,1.64,254.7,184.0,52.8,7.9,1.3,1.12,0.79,37.8,5.37,7.7,48.1,32.4,6.27,6.72,45.58,2.07,13.78,11.06,9.72,10.64,4.57,2,414
67.01,15.48,3.07,2.99,97.85,2038.0,89.0,6.0,18.0,38.0,3.7,2.0,58.1,47.2,19.0,9.6,2.9,24.1,0.35,3.15,0.07,4.9,9.0,6.1,1.9,2.0,68.48,0.35,15.82,3.14,0.9,3.06,4.96,0,2132
63.25,17.63,5.0,5.44,101.77,3357.0,59.0,9.0,36.0,63.0,3.9,0.7,114.7,78.5,20.1,3.3,3.9,14.95,0.26,13.1,0.16,9.1,50.8,34.2,5.6,6.0,62.58,0.55,17.44,4.94,2.24,5.38,4.58,1,594
51.0,16.6,6.43,8.85,100.29,3417.0,32.0,3.0,6.0,13.0,1.8,1.36,19.9,16.2,9.2,6.5,1.8,17.6,0.56,2.52,0.11,3.4,4.5,3.1,1.3,1.4,52.14,0.58,16.97,6.57,10.53,9.05,3.05,1,1338
52.15,16.15,10.2,0.7,99.92,5695.0,136.0,9.0,20.0,44.0,5.5,2.0,65.5,54.8,28.2,9.6,2.3,24.8,0.44,4.5,0.07,3.7,10.2,6.8,2.8,2.9,57.74,1.05,17.88,11.29,5.43,0.78,0.18,1,1896
62.3,15.7,5.98,4.15,97.9,3537.0,64.0,7.0,13.0,26.0,3.1,1.93,42.3,31.7,15.9,9.2,2.0,20.5,0.5,3.37,0.1,4.2,6.8,4.6,1.6,1.7,63.64,0.6,16.04,6.11,2.64,4.24,3.43,1,2888
76.03,13.09,0.49,0.44,99.16,0.0,108.0,1.0,3.0,6.0,0.8,1.11,10.6,7.4,3.8,5.3,2.5,143.3,0.39,1.17,0.01,4.4,3.0,2.0,0.7,0.7,76.97,0.0,13.25,0.5,0.02,0.45,3.69,1,1590
49.13,16.76,10.13,10.92,100.04,5695.0,43.0,7.0,18.0,37.0,4.4,1.9,58.1,45.5,22.6,9.1,2.7,9.77,0.37,3.53,0.16,4.1,9.5,6.4,2.32,2.48,49.11,0.95,16.75,10.13,7.48,10.92,2.22,1,25
59.9,17.15,4.99,6.35,100.05,5156.0,85.0,17.0,40.0,78.0,5.9,1.46,128.1,97.0,30.2,7.0,2.4,14.4,0.42,11.51,0.2,6.7,27.2,18.3,4.0,4.3,61.66,0.89,17.65,5.14,1.12,6.54,3.99,0,1132
66.24,15.22,4.76,4.1,100.13,3117.0,34.0,5.0,5.0,23.0,1.5,1.05,17.4,28.3,7.9,5.0,1.1,21.9,0.94,4.86,0.15,3.5,5.1,3.5,1.5,1.6,66.59,0.52,15.3,4.78,1.77,4.12,3.65,0,1759
65.5,16.75,4.13,4.05,99.84,2758.0,49.0,12.0,33.0,56.0,3.6,0.78,106.8,69.7,18.3,3.7,2.8,13.84,0.36,15.38,0.24,9.3,42.4,28.6,4.58,4.91,66.73,0.47,17.07,4.21,0.77,4.13,4.31,0,630
66.66,15.61,5.17,2.24,100.03,3417.0,146.0,16.0,38.0,83.0,8.8,5.97,123.2,102.8,45.2,28.6,2.4,16.6,0.41,2.63,0.11,4.3,6.4,4.3,1.5,1.6,67.2,0.57,15.74,5.21,0.66,2.26,4.22,1,1583
60.84,15.98,4.54,4.54,97.5,4017.0,52.0,21.0,40.0,59.0,3.1,1.9,129.0,73.0,15.9,9.1,1.9,16.8,0.53,11.05,0.4,12.9,21.1,14.2,1.6,1.7,62.4,0.69,16.39,4.66,2.11,4.66,5.76,0,2233
67.27,15.85,1.67,4.08,99.01,2278.1,63.0,17.0,35.0,57.0,3.1,0.91,111.3,70.3,15.6,4.4,2.0,20.66,0.49,18.68,0.27,11.31,37.91,25.56,3.35,3.59,68.89,0.39,16.23,1.71,1.6,4.18,4.26,2,2576
60.17,17.62,4.8,3.52,100.15,3597.0,150.0,32.0,33.0,60.0,3.9,1.88,106.8,74.5,19.9,9.0,1.0,38.7,0.98,17.18,0.22,8.5,17.6,11.9,2.1,2.2,60.69,0.61,17.77,4.84,2.01,3.55,4.99,1,1772
53.1,13.2,8.5,10.64,100.04,3717.0,39.0,6.0,10.0,24.0,3.5,1.9,32.6,29.7,17.7,9.1,1.8,11.4,0.55,2.91,0.14,2.9,5.3,3.6,1.8,1.9,53.75,0.63,13.36,8.6,9.02,10.77,2.12,1,1332
58.06,16.7,4.69,8.39,99.05,5036.0,20.0,3.0,18.0,36.0,4.4,2.94,58.0,44.6,22.6,14.1,5.2,4.5,0.19,1.18,0.18,4.1,6.1,4.1,1.5,1.6,59.57,0.86,17.13,4.81,3.8,8.61,3.91,1,2634
59.45,17.96,6.74,6.22,101.26,3597.0,55.0,4.0,15.0,31.0,3.6,1.98,48.5,38.7,18.5,9.5,4.0,15.16,0.25,1.9,0.07,4.2,7.6,5.1,1.82,1.95,59.75,0.6,18.05,6.77,2.99,6.25,3.98,0,303
51.35,18.78,8.65,8.21,99.67,5875.0,78.0,8.0,23.0,44.0,5.3,2.13,73.5,54.3,27.3,10.2,2.7,14.7,0.37,3.93,0.11,4.3,10.7,7.2,2.5,2.7,52.18,1.0,19.08,8.79,3.93,8.34,3.26,1,1954
59.6,17.0,5.95,5.66,100.29,3417.0,76.0,12.0,26.0,47.0,3.5,1.87,82.9,58.7,17.7,8.9,2.1,22.0,0.47,6.42,0.16,7.4,13.7,9.3,1.8,2.0,60.88,0.58,17.37,6.08,2.9,5.78,3.56,0,1886
66.93,17.04,2.53,5.21,99.56,1378.85,18.0,4.0,10.0,19.0,2.5,0.2,32.3,23.4,12.9,1.0,2.6,7.14,0.38,19.0,0.21,3.97,50.0,33.71,12.6,13.5,68.12,0.23,17.34,2.58,0.22,5.3,5.07,1,1113
62.7,16.12,4.75,5.13,99.93,4017.0,133.0,16.0,31.0,57.0,4.3,1.56,101.0,70.9,21.9,7.5,2.0,31.1,0.5,10.13,0.12,7.3,20.1,13.5,2.7,2.9,64.12,0.69,16.49,4.86,2.33,5.25,3.02,0,1123
66.43,15.1,4.96,4.11,100.23,2757.7,80.0,5.0,13.0,28.0,2.8,2.28,41.6,34.0,14.1,10.9,2.5,29.09,0.4,2.28,0.07,4.69,5.66,3.81,1.21,1.29,67.26,0.47,15.29,5.02,1.68,4.16,3.81,0,1060
54.44,13.94,11.9,7.17,100.73,11924.0,36.0,10.0,24.0,54.0,7.5,4.22,77.7,66.5,38.5,20.2,2.4,4.83,0.42,2.42,0.28,3.2,5.7,3.8,1.78,1.9,55.07,2.01,14.1,12.04,3.64,7.25,3.31,0,309
52.2,17.0,7.9,8.81,99.64,5455.0,109.0,24.0,59.0,108.0,8.5,2.06,191.6,133.7,43.5,9.9,2.5,12.9,0.4,11.65,0.22,7.0,28.8,19.4,4.1,4.4,52.65,0.92,17.15,7.97,4.77,8.89,3.44,0,1652
46.2,17.35,6.96,12.5,99.45,1978.0,3.0,1.0,1.0,2.0,0.8,0.8,2.3,2.4,4.3,3.8,1.4,3.25,0.71,0.63,0.19,0.8,0.9,0.6,1.04,1.11,47.58,0.34,17.87,7.17,11.59,12.87,2.33,1,257
63.19,15.9,5.3,4.67,99.62,3417.0,72.0,6.0,29.0,49.0,3.2,1.48,93.5,60.5,16.5,7.1,5.1,22.4,0.2,3.85,0.08,9.0,19.6,13.2,2.2,2.3,64.5,0.58,16.23,5.41,2.08,4.77,3.5,0,1861
50.96,18.65,7.11,7.45,100.46,4676.0,90.0,16.0,38.0,78.0,8.7,2.26,121.0,96.3,44.4,10.8,2.3,10.39,0.43,7.08,0.18,4.3,16.6,11.2,3.83,4.11,52.75,0.81,19.3,7.36,2.48,7.71,4.84,1,571
56.8,9.6,7.12,11.6,99.84,2878.0,48.0,6.0,11.0,22.0,2.4,1.48,36.8,27.4,12.5,7.1,1.9,19.6,0.54,4.15,0.13,4.7,7.7,5.2,1.6,1.8,57.32,0.48,9.69,7.18,9.99,11.71,1.91,1,1328
41.17,13.05,14.2,9.9,99.41,14088.0,22.0,98.0,91.0,181.0,11.7,1.35,292.9,224.3,60.0,6.5,0.9,1.88,1.08,72.74,4.46,7.76,67.26,45.35,8.67,9.29,41.79,2.39,13.25,14.41,8.97,10.05,5.43,2,1441
68.8,15.9,1.9,1.8,97.68,2098.0,187.0,15.0,36.0,68.0,5.2,1.27,116.1,84.2,26.7,6.1,2.4,35.89,0.42,11.81,0.08,6.9,28.3,19.1,4.1,4.4,70.43,0.36,16.28,1.95,0.18,1.84,4.42,0,430
53.65,18.55,9.85,5.85,100.13,4436.0,51.0,2.0,6.0,12.0,2.3,1.73,18.0,14.9,11.6,8.3,2.3,22.5,0.43,1.38,0.05,2.5,3.2,2.2,1.3,1.4,54.18,0.75,18.73,9.95,4.34,5.91,3.16,0,2630
62.89,11.32,4.96,5.71,101.34,480.0,34.0,1.0,3.0,7.0,0.5,0.49,8.7,8.5,2.3,2.3,2.5,76.0,0.41,2.24,0.03,6.0,5.5,3.7,0.92,0.98,65.09,0.08,11.72,5.13,8.11,5.91,2.43,1,673
57.5,15.55,5.66,5.5,98.37,5935.0,56.0,20.0,65.0,123.0,9.0,1.51,209.4,151.6,46.3,7.2,3.3,6.23,0.31,13.11,0.35,7.2,43.0,29.0,5.97,6.4,58.99,1.02,15.95,5.81,3.59,5.64,5.41,2,135
62.0,15.12,5.5,5.4,99.99,3657.0,184.0,17.0,27.0,46.0,4.4,1.4,86.5,56.9,22.6,6.7,1.6,41.8,0.63,12.14,0.09,6.1,19.1,12.9,3.1,3.4,62.03,0.61,15.13,5.5,2.85,5.4,2.9,1,2508
49.33,15.73,8.58,7.37,100.23,10551.2,66.0,45.0,115.0,246.0,11.2,1.51,370.3,304.3,57.3,7.2,2.5,5.92,0.4,30.07,0.69,10.27,76.03,51.26,7.4,7.94,49.39,1.76,15.75,8.59,7.26,7.38,4.56,2,1858
64.1,16.0,5.0,3.7,100.02,2998.0,135.0,16.0,21.0,45.0,4.4,1.36,67.1,55.7,22.4,6.5,1.3,31.0,0.76,11.62,0.12,4.8,15.3,10.3,3.2,3.4,64.46,0.5,16.09,5.03,1.88,3.72,2.92,1,2502
62.7,16.15,6.03,4.81,99.69,3417.15,71.0,7.0,24.0,46.0,3.8,2.14,78.1,56.6,19.3,10.2,3.7,18.99,0.27,3.08,0.09,6.44,11.31,7.62,1.76,1.88,63.59,0.58,16.38,6.12,1.81,4.88,3.54,1,1085
58.5,17.55,4.99,5.57,98.73,3717.0,55.0,4.0,22.0,44.0,3.4,0.86,71.3,55.0,17.5,4.1,5.0,16.0,0.2,5.12,0.08,6.5,25.7,17.3,4.0,4.3,60.66,0.64,18.2,5.17,2.19,5.78,4.53,0,2879
65.85,15.91,3.91,4.17,99.73,1858.0,34.0,4.0,30.0,51.0,2.4,0.56,97.1,63.4,12.3,2.7,8.1,14.25,0.12,6.61,0.11,12.5,53.8,36.2,4.29,4.59,67.66,0.32,16.35,4.02,0.88,4.28,4.29,2,361
52.37,19.03,7.66,8.02,98.93,4077.0,33.0,3.0,10.0,20.0,2.3,1.14,33.3,25.3,11.9,5.5,3.4,14.23,0.29,2.64,0.09,4.4,9.1,6.1,2.04,2.18,54.53,0.71,19.82,7.98,4.3,8.35,2.52,1,373
46.77,12.86,11.37,11.62,99.49,4316.0,75.0,4.0,27.0,51.0,6.3,1.66,86.8,63.2,32.5,8.0,7.2,11.8,0.14,2.23,0.05,4.2,16.2,10.9,3.8,4.1,48.15,0.74,13.24,11.7,7.49,11.96,2.96,1,1576
44.39,14.25,11.18,11.27,99.88,10671.0,24.0,32.0,52.0,108.0,9.7,1.41,166.5,133.7,49.5,6.7,1.6,2.5,0.62,22.62,1.31,5.3,36.6,24.7,6.8,7.3,45.19,1.81,14.51,11.38,9.19,11.47,4.4,0,1316
76.67,12.03,2.42,0.41,101.11,719.0,361.0,21.0,33.0,36.0,0.7,0.58,106.5,44.4,3.8,2.8,1.6,487.8,0.64,36.21,0.06,44.6,56.9,38.4,1.3,1.4,76.36,0.12,11.98,2.41,0.4,0.41,3.69,1,2106
58.7,18.2,6.34,6.97,100.2,4736.0,45.0,9.0,17.0,36.0,3.9,2.0,55.5,43.9,20.0,9.6,2.0,11.6,0.51,4.35,0.19,4.4,8.6,5.8,2.0,2.1,58.74,0.79,18.21,6.34,3.44,6.97,3.75,0,1154
60.57,16.5,6.42,6.02,99.47,3057.0,28.0,3.0,8.0,16.0,2.2,1.45,24.2,19.9,11.4,6.9,2.4,12.6,0.42,2.19,0.11,3.4,5.2,3.5,1.5,1.6,61.93,0.52,16.87,6.56,2.93,6.15,3.73,0,2611
64.56,15.43,3.12,3.43,99.83,2338.0,64.0,5.0,14.0,27.0,2.5,0.9,45.2,33.4,12.9,4.3,3.0,25.5,0.34,5.22,0.07,5.6,15.6,10.5,2.8,3.0,66.42,0.4,15.87,3.21,2.4,3.53,4.78,1,1706
61.0,15.02,7.09,5.6,99.98,5635.0,98.0,14.0,24.0,50.0,6.4,3.7,78.7,61.5,32.8,17.7,1.8,15.31,0.57,3.73,0.14,3.8,6.6,4.4,1.73,1.85,61.01,0.94,15.02,7.09,2.42,5.6,2.96,1,95
67.9,17.3,2.51,3.0,100.31,2998.0,136.0,19.0,45.0,81.0,5.1,1.1,143.5,99.8,26.2,5.3,2.3,26.7,0.43,17.36,0.14,8.7,40.5,27.3,4.6,5.0,67.69,0.5,17.25,2.5,0.5,2.99,4.98,0,1480
66.26,15.13,6.11,2.73,99.3,5096.0,117.0,15.0,22.0,45.0,6.0,4.1,72.3,56.1,30.8,19.6,1.5,19.5,0.66,3.59,0.13,3.7,5.5,3.7,1.46,1.57,66.73,0.86,15.24,6.15,2.49,2.75,2.57,1,104
65.62,15.71,4.37,1.84,97.91,2656.0,29.0,4.0,23.0,43.0,2.8,0.76,73.5,52.7,14.6,3.6,5.8,10.2,0.17,5.13,0.13,8.0,30.0,20.2,3.7,4.0,67.88,0.46,16.25,4.52,1.43,1.9,4.79,0,2407
47.27,13.97,10.19,9.05,99.45,13249.0,56.0,73.0,35.0,68.0,7.6,1.5,112.6,84.5,39.0,7.2,0.5,7.34,2.08,48.4,1.3,4.59,23.27,15.69,5.07,5.43,48.89,2.29,14.45,10.54,7.59,9.36,4.46,2,942
73.28,14.8,1.2,2.72,99.95,2398.0,210.0,16.0,45.0,80.0,5.0,1.98,145.2,99.0,25.6,9.5,2.8,42.0,0.36,8.08,0.08,9.0,22.7,15.3,2.5,2.7,73.43,0.4,14.83,1.2,0.22,2.73,3.55,1,2515
64.92,16.9,2.34,1.44,98.25,1607.0,254.0,73.0,106.0,154.0,7.5,1.23,341.9,190.6,38.7,5.9,1.5,33.69,0.69,59.35,0.29,14.1,86.2,58.1,6.13,6.57,66.08,0.27,17.2,2.38,0.24,1.47,4.34,0,178
47.35,14.08,10.11,8.82,99.84,11490.0,44.0,48.0,97.0,184.0,12.4,1.73,313.6,227.6,63.4,8.3,2.0,3.56,0.49,27.65,1.09,7.9,56.1,37.8,7.14,7.65,47.59,1.93,14.15,10.16,9.36,8.87,4.03,2,387
44.6,12.98,9.92,12.59,100.26,6954.0,158.0,38.0,72.0,147.0,14.9,2.25,232.9,181.9,76.4,10.8,1.9,10.6,0.53,16.89,0.24,4.8,32.1,21.6,6.62,7.1,45.47,1.18,13.23,10.11,7.72,12.84,2.29,0,191
76.52,12.85,1.6,1.4,99.54,659.0,86.0,8.0,30.0,57.0,3.7,1.1,96.8,70.7,19.0,5.3,4.0,23.3,0.25,6.82,0.09,8.1,27.3,18.4,3.4,3.6,76.87,0.11,12.91,1.61,0.15,1.41,3.17,0,2125
67.27,14.4,4.5,3.12,99.84,3297.0,12.0,7.0,8.0,16.0,2.3,2.16,26.2,19.5,11.5,10.3,1.2,5.4,0.81,3.06,0.54,3.6,3.8,2.5,1.0,1.1,67.98,0.56,14.55,4.55,1.55,3.15,4.0,1,2745
44.63,5.35,15.72,18.67,99.5,4556.0,12.0,1.0,18.0,39.0,6.5,1.34,58.1,48.1,33.1,6.4,22.0,1.9,0.05,0.61,0.07,2.8,13.4,9.1,4.8,5.2,44.96,0.77,5.39,15.84,12.58,18.81,0.43,1,1379
48.1,17.9,9.58,10.05,97.94,5575.0,48.0,3.0,25.0,45.0,5.6,1.9,80.0,55.3,28.6,9.1,7.5,8.6,0.13,1.74,0.07,4.4,13.1,8.8,2.9,3.1,49.47,0.96,18.41,9.85,4.06,10.34,3.06,0,2363
65.7,13.44,4.27,4.45,99.67,3477.0,40.0,3.0,14.0,26.0,2.6,1.3,46.7,32.7,13.4,6.2,4.1,15.5,0.24,2.68,0.09,5.5,11.1,7.5,2.0,2.2,67.65,0.6,13.84,4.4,2.33,4.58,3.46,1,2995
60.1,16.95,4.86,4.56,98.7,3537.0,61.0,6.0,26.0,50.0,3.4,0.98,83.2,62.3,17.6,4.7,4.4,17.6,0.22,5.92,0.1,7.5,26.3,17.7,3.5,3.8,62.13,0.61,17.52,5.02,2.5,4.71,4.58,0,2877
57.92,17.52,5.98,5.33,99.62,6415.0,94.0,30.0,48.0,88.0,6.4,1.3,154.2,108.5,32.8,6.2,1.6,14.69,0.63,23.15,0.32,7.5,36.8,24.8,4.92,5.28,58.81,1.09,17.79,6.07,2.21,5.41,3.63,1,781
59.15,19.23,3.53,2.5,96.63,3207.0,204.0,13.0,57.0,105.0,7.2,1.31,183.9,129.8,36.8,6.3,4.4,28.3,0.23,9.92,0.06,8.0,44.0,29.0,5.5,5.9,61.95,0.56,20.13,3.69,1.34,2.62,3.82,1,973
46.95,13.04,7.81,11.18,99.13,9712.0,44.0,47.0,142.0,276.0,16.2,1.7,459.4,341.5,83.1,8.1,3.0,2.7,0.33,27.53,1.06,8.8,83.8,56.5,9.5,10.2,47.94,1.65,13.32,7.98,8.2,11.42,5.17,2,1243
65.07,14.76,3.15,4.11,99.63,2260.0,45.0,15.0,30.0,51.0,2.9,1.18,98.0,63.5,14.9,5.7,2.0,15.4,0.49,12.69,0.33,10.0,26.0,17.0,2.5,2.6,69.26,0.4,15.71,3.35,1.62,4.37,3.09,1,978
55.8,17.3,7.6,2.3,99.4,8393.0,104.0,29.0,78.0,124.0,9.1,2.4,251.6,153.5,46.7,11.5,2.7,11.4,0.37,12.08,0.28,8.6,32.5,21.9,3.8,4.1,57.23,1.44,17.74,7.79,4.72,2.36,4.92,0,1824
52.32,18.05,6.89,8.37,99.2,6415.0,43.0,24.0,42.0,94.0,8.7,1.91,136.8,116.1,44.7,9.1,1.8,4.94,0.56,12.46,0.55,4.9,22.2,15.0,4.56,4.89,53.31,1.09,18.39,7.02,3.38,8.53,4.69,2,272
45.41,13.99,9.88,10.03,100.14,11870.1,49.0,50.0,100.0,200.0,12.6,1.66,322.6,247.5,64.6,7.9,2.0,3.89,0.5,29.82,1.01,7.94,60.24,40.61,7.59,8.14,45.68,1.99,14.07,9.94,9.11,10.09,4.79,2,1760
62.5,15.4,5.07,3.38,96.29,3057.0,74.0,8.0,17.0,33.0,3.7,2.44,54.2,40.3,19.0,11.7,2.1,20.1,0.47,3.24,0.11,4.5,6.9,4.6,1.5,1.6,64.91,0.53,15.99,5.27,2.13,3.51,3.78,1,2887
62.65,16.41,6.0,6.17,100.59,3417.0,31.0,3.0,10.0,21.0,3.2,2.34,31.0,26.1,16.4,11.2,2.8,9.6,0.35,1.44,0.11,3.0,4.1,2.8,1.4,1.5,62.69,0.57,16.42,6.0,2.38,6.17,3.69,0,1500
64.27,17.72,3.79,4.54,99.63,3117.0,107.0,13.0,25.0,50.0,4.9,2.7,81.9,61.5,25.1,12.9,2.0,21.84,0.49,4.63,0.12,5.2,9.4,6.3,1.81,1.95,64.51,0.52,17.79,3.8,1.08,4.56,3.64,1,126
47.7,19.0,11.0,10.47,100.61,4856.0,18.0,3.0,7.0,16.0,2.6,1.77,23.3,19.8,13.2,8.5,2.7,7.1,0.36,1.49,0.14,2.8,4.1,2.7,1.5,1.6,48.67,0.83,19.39,11.22,4.57,10.68,2.36,1,2468
54.54,17.47,9.32,6.69,100.74,6439.0,53.0,5.0,16.0,32.0,3.9,2.13,50.4,39.5,20.1,10.2,3.3,13.41,0.3,2.21,0.09,4.0,7.3,4.9,1.84,1.97,55.19,1.09,17.68,9.43,3.44,6.77,3.56,0,291
50.55,17.34,10.01,8.92,99.59,6055.0,60.0,8.0,21.0,40.0,4.9,2.1,66.3,49.9,25.3,10.0,2.5,12.2,0.39,3.86,0.13,4.2,9.8,6.6,2.3,2.5,51.16,1.02,17.55,10.13,5.22,9.03,2.85,1,1946
71.65,14.09,1.95,2.51,98.34,1319.0,157.0,5.0,16.0,33.0,1.8,0.9,52.3,41.1,9.2,4.3,3.6,87.1,0.28,5.0,0.03,9.0,18.0,12.1,2.0,2.1,72.86,0.22,14.33,1.98,0.95,2.55,3.84,0,2148
50.38,17.33,9.57,8.95,103.07,6858.0,15.0,7.0,12.0,27.0,3.7,1.92,39.4,33.4,19.2,9.2,1.8,3.91,0.57,3.63,0.48,3.3,6.4,4.3,1.95,2.09,51.0,1.16,17.54,9.69,6.69,9.06,3.45,0,300
56.5,18.17,7.47,6.41,99.82,3357.0,37.0,2.0,10.0,18.0,1.8,1.34,33.5,22.2,9.3,6.4,4.5,20.2,0.22,1.72,0.06,5.7,7.8,5.2,1.4,1.4,57.76,0.57,18.57,7.64,4.01,6.55,3.31,1,1529
58.64,16.15,7.82,4.53,99.7,5322.54,129.0,10.0,29.0,64.0,6.6,3.65,93.0,78.7,33.6,17.4,2.9,19.69,0.34,2.7,0.08,4.39,7.9,5.33,1.8,1.93,59.82,0.91,16.47,7.97,2.52,4.62,3.6,1,1051
47.22,16.51,10.89,7.62,99.98,6355.0,51.0,2.0,14.0,29.0,4.1,1.9,44.3,36.4,21.0,9.1,5.6,12.5,0.18,1.28,0.05,3.4,7.2,4.9,2.2,2.3,49.06,1.1,17.16,11.32,7.63,7.92,2.94,0,2775
59.88,14.31,3.0,2.78,99.09,2038.0,144.0,4.0,14.0,30.0,2.6,0.86,45.8,37.1,13.5,4.1,3.4,54.5,0.3,4.88,0.03,5.4,16.5,11.1,3.1,3.3,66.08,0.38,15.79,3.31,2.17,3.07,5.18,1,1708
71.2,12.7,3.05,1.58,97.32,1978.35,201.0,10.0,20.0,38.0,3.5,2.65,64.2,47.2,18.2,12.7,2.0,56.78,0.5,3.74,0.05,5.62,7.51,5.06,1.34,1.43,73.16,0.34,13.05,3.13,0.62,1.62,2.63,1,1081
61.34,16.34,6.44,5.61,99.86,3837.0,105.0,4.0,15.0,32.0,3.5,2.47,46.8,40.0,18.0,11.8,3.3,29.8,0.3,1.78,0.04,4.1,5.9,4.0,1.4,1.5,61.98,0.65,16.51,6.51,2.93,5.67,3.05,0,2853
59.49,15.88,7.51,5.87,99.83,4496.0,38.0,5.0,13.0,29.0,4.3,3.01,41.3,35.3,22.0,14.4,2.5,8.9,0.41,1.73,0.14,3.0,4.3,2.9,1.4,1.5,60.94,0.77,16.27,7.69,2.78,6.01,3.32,1,2645
61.55,16.62,6.48,2.65,99.18,5276.0,47.0,31.0,28.0,56.0,6.0,4.03,89.0,69.2,30.5,19.3,0.9,7.9,1.13,7.72,0.66,4.6,6.8,4.6,1.5,1.6,62.35,0.89,16.84,6.56,0.93,2.68,6.47,1,1586
61.57,17.04,5.56,6.02,100.92,4376.0,48.0,15.0,33.0,58.0,3.9,1.4,107.4,71.9,20.0,6.7,2.2,12.33,0.45,10.71,0.31,8.5,23.8,16.0,2.79,2.99,61.28,0.73,16.96,5.53,2.94,5.99,4.09,2,512
54.72,19.64,7.32,6.8,99.45,4496.0,92.0,12.0,37.0,65.0,6.5,2.3,119.4,80.4,33.3,11.0,3.1,14.2,0.32,5.22,0.13,5.7,16.1,10.8,2.8,3.0,55.12,0.76,19.78,7.37,2.52,6.85,3.58,0,2066
58.5,14.05,8.48,7.64,99.47,4017.0,69.0,22.0,25.0,52.0,5.0,3.1,80.0,64.7,25.8,14.8,1.1,13.7,0.89,7.13,0.32,4.9,8.0,5.4,1.6,1.7,59.03,0.68,14.18,8.56,2.88,7.71,5.56,0,1507
54.24,18.15,8.27,8.06,98.78,4616.0,14.0,5.0,2.0,19.0,0.5,0.12,5.5,23.1,2.3,0.6,0.3,30.0,3.0,42.5,0.38,3.8,14.2,9.6,3.8,4.0,55.44,0.79,18.55,8.45,4.01,8.24,3.01,0,1744
52.63,17.17,9.43,9.01,100.14,5755.0,45.0,7.0,17.0,39.0,4.3,1.81,53.3,48.5,21.8,8.7,2.4,10.5,0.42,3.82,0.15,3.9,9.1,6.1,2.3,2.5,52.64,0.96,17.17,9.43,5.29,9.01,3.06,1,2549
46.3,12.9,10.63,10.83,99.82,12709.0,18.0,53.0,105.0,203.0,13.0,2.11,338.7,251.2,66.7,10.1,2.0,1.38,0.5,25.12,2.94,8.1,49.8,33.5,6.16,6.6,46.38,2.12,12.92,10.65,10.06,10.85,4.27,1,432
49.41,19.54,9.33,11.63,99.99,5455.0,18.0,3.0,10.0,22.0,3.1,1.8,33.5,26.9,15.9,8.6,3.3,5.84,0.31,1.78,0.18,3.4,5.8,3.9,1.72,1.85,49.41,0.91,19.54,9.33,4.81,11.63,3.27,1,122
56.2,16.0,4.35,3.81,97.92,4916.0,32.0,8.0,21.0,45.0,4.8,2.78,69.0,55.2,24.8,13.3,2.7,6.7,0.37,2.84,0.24,4.4,7.7,5.2,1.7,1.9,58.76,0.86,16.73,4.55,0.07,3.98,6.79,1,2536
49.82,16.9,9.61,9.1,98.1,5935.0,40.0,7.0,19.0,40.0,4.5,1.97,60.8,49.9,23.0,9.4,2.6,8.9,0.38,3.65,0.18,4.2,9.6,6.5,2.3,2.4,51.27,1.02,17.39,9.89,5.66,9.36,2.69,1,2539
63.97,15.76,1.65,3.27,100.75,3237.0,86.0,9.0,34.0,58.0,3.5,0.7,109.4,71.7,17.9,3.3,3.8,24.6,0.27,12.86,0.1,9.7,48.4,32.7,5.0,5.4,66.95,0.57,16.49,1.73,2.02,3.42,4.84,0,1398
56.62,22.33,5.76,4.45,99.79,4077.0,39.0,9.0,19.0,42.0,4.9,2.23,61.9,52.4,24.9,10.7,2.3,8.09,0.44,3.81,0.22,4.0,8.6,5.8,2.18,2.34,57.2,0.69,22.56,5.82,1.46,4.5,5.43,1,911
68.63,17.27,2.36,2.62,100.02,1559.0,100.0,12.0,34.0,64.0,4.2,2.2,110.0,78.8,21.5,10.5,2.9,23.81,0.35,5.41,0.12,8.1,15.5,10.5,1.91,2.05,68.62,0.26,17.27,2.36,0.85,2.62,4.3,1,87
47.81,12.87,9.19,11.79,97.43,6894.0,303.0,35.0,97.0,154.0,13.2,3.65,311.7,190.6,67.7,17.5,2.8,22.95,0.36,9.59,0.12,7.3,26.5,17.9,3.62,3.88,49.07,1.18,13.21,9.43,6.23,12.1,0.76,0,169
49.4,15.1,10.8,8.9,100.57,10491.0,34.0,3.0,10.0,21.0,3.1,1.77,32.9,25.4,16.1,8.5,3.5,10.7,0.28,1.63,0.09,3.2,5.8,3.9,1.8,1.9,50.84,1.8,15.54,11.11,5.73,9.16,3.06,1,2465
